年	州	州略号	州FIPSコード	州CENコード	州ICコード	役職	候補者	政党	主要政党	書き込み投票	候補者得票数	総投票数	バージョン
2016	ミネソタ	MN	27	41	33	アメリカ合衆国大統領	エヴァン・マクマリン	独立党	その他	FALSE	53075	2944782	20171015
2016	ミネソタ	MN	27	41	33	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	36986	2944782	20171015
2016	ミネソタ	MN	27	41	33	アメリカ合衆国大統領			その他	TRUE	27247	2944782	20171015
2016	ミネソタ	MN	27	41	33	アメリカ合衆国大統領	ダン・ヴァチェク	合法大麻ナウ党	その他	FALSE	11291	2944782	20171015
2016	ミネソタ	MN	27	41	33	アメリカ合衆国大統領	ダレル・L・キャッスル	憲法党	その他	FALSE	9456	2944782	20171015
2016	ミネソタ	MN	27	41	33	アメリカ合衆国大統領	アリソン・ケネディ	社会主義労働者党	その他	FALSE	1671	2944782	20171015
2016	ミネソタ	MN	27	41	33	アメリカ合衆国大統領	ロキ・デ・ラ・フエンテ	アメリカ・デルタ党	その他	FALSE	1430	2944782	20171015
1976	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	381329	768390	20171015
1980	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	429281	891750	20171015
1984	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ウォルター・モンデール	民主党	民主党	FALSE	352192	941104	20171015
1988	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	マイケル・デュカキス	民主党	民主党	FALSE	363921	931527	20171015
1992	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	400258	981793	20171015
1996	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	394022	893857	20171015
2000	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	アル・ゴア	民主党	民主党	FALSE	404614	994184	20171015
2004	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジョン・ケリー	民主党	民主党	FALSE	457766	1139824	20171015
2008	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	554662	1289865	20171015
2012	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	562949	1285584	20171015
2016	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ヒラリー・クリントン	民主党	民主党	FALSE	485131	1209357	20171015
1976	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジェラルド・フォード	共和党	共和党	FALSE	366846	768390	20171015
1980	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	441089	891750	20171015
1984	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	582377	941104	20171015
1988	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	557890	931527	20171015
1992	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	487793	981793	20171015
1996	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	439838	893857	20171015
2000	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	572844	994184	20171015
2004	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	672660	1139824	20171015
2008	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	724597	1289865	20171015
2012	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	710746	1285584	20171015
2016	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	700714	1209357	20171015
1976	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	トーマス・J・アンダーソン	アメリカ党	その他	FALSE	6678	768390	20171015
1976	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ユージン・“ジーン”・マッカーシー	無所属	その他	FALSE	4074	768390	20171015
1976	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	レスター・マドックス	アメリカ独立党	その他	FALSE	4049	768390	20171015
1976	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ピーター・カメホ	社会主義労働者党	その他	FALSE	2805	768390	20171015
1976	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ロジャー・マクブライド	リバタリアン党	その他	FALSE	2609	768390	20171015
1980	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	12036	891750	20171015
1980	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	4702	891750	20171015
1980	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ディアドラ・グリスウォルド	労働者世界党	その他	FALSE	2402	891750	20171015
1980	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	アンドリュー・プーリー	社会主義労働者党	その他	FALSE	2240	891750	20171015
1984	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	デイヴィッド・バーグランド	リバタリアン党	その他	FALSE	2336	941104	20171015
1984	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ラリー・ホームズ	労働者世界党	その他	FALSE	1169	941104	20171015
1984	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	メルヴィン・メイソン	社会主義労働者党	その他	FALSE	1032	941104	20171015
1984	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	無所属	その他	FALSE	1001	941104	20171015
1984	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ボブ・リチャーズ	ポピュリスト党	その他	FALSE	641	941104	20171015
1984	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	デニス・セレット	アライアンス党	その他	FALSE	356	941104	20171015
1988	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領		無所属	その他	FALSE	6387	931527	20171015
1988	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ロナルド・“ロン”・ポール	リバタリアン党	その他	FALSE	3329	931527	20171015
1992	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	85626	981793	20171015
1992	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	その他	無所属	その他	FALSE	4310	981793	20171015
1992	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	アンドレ・マルー	リバタリアン党	その他	FALSE	2154	981793	20171015
1992	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ハワード・フィリップス	納税者党	その他	FALSE	1652	981793	20171015
1996	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領		無所属	その他	FALSE	53427	893857	20171015
1996	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	2809	893857	20171015
1996	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ハワード・フィリップス	米国納税者党	その他	FALSE	2314	893857	20171015
1996	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	1447	893857	20171015
2000	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領		無所属	その他	FALSE	8735	994184	20171015
2000	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ハワード・フィリップス	憲法党	その他	FALSE	3267	994184	20171015
2000	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	パトリック・“パット”・ブキャナン	改革党	その他	FALSE	2265	994184	20171015
2000	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	2009	994184	20171015
2000	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	450	994184	20171015
2004	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ラルフ・ネーダー	改革党	その他	FALSE	3175	1139824	20171015
2004	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	マイケル・バドナリック	リバタリアン党	その他	FALSE	1793	1139824	20171015
2004	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	マイケル・ペルートカ	憲法党	その他	FALSE	1758	1139824	20171015
2004	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ロジャー・カレロ	無所属	その他	FALSE	1599	1139824	20171015
2004	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	デイヴィッド・コブ	緑の党	その他	FALSE	1073	1139824	20171015
2008	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ラルフ・ネーダー	無所属	その他	FALSE	4011	1289865	20171015
2008	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	チャールズ・“チャック”・ボールドウィン	憲法党	その他	FALSE	2551	1289865	20171015
2008	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ボブ・バー	リバタリアン党	その他	FALSE	2529	1289865	20171015
2008	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	シンシア・マッキニー	緑の党	その他	FALSE	1034	1289865	20171015
2008	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	テッド・ワイル	改革党	その他	FALSE	481	1289865	20171015
2012	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	6676	1285584	20171015
2012	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ヴァージル・ハムリン・グッド・Jr	憲法党	その他	FALSE	2609	1285584	20171015
2012	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	1588	1285584	20171015
2012	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	バーバラ・デール・ウォッシャー	改革党	その他	FALSE	1016	1285584	20171015
2016	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	14435	1209357	20171015
2016	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ダレル・L・キャッスル	憲法党	その他	FALSE	3987	1209357	20171015
2016	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	3731	1209357	20171015
2016	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ジェームズ・ヘッジス	禁酒党	その他	FALSE	715	1209357	20171015
2016	ミシシッピ	MS	28	64	46	アメリカ合衆国大統領	ロキ・デ・ラ・フエンテ	アメリカ・デルタ党	その他	FALSE	644	1209357	20171015
1976	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	998387	1953600	20171015
1980	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	931182	2099824	20171015
1984	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ウォルター・モンデール	民主党	民主党	FALSE	848583	2122771	20171015
1988	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	マイケル・デュカキス	民主党	民主党	FALSE	1001619	2093228	20171015
1992	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	1053873	2391270	20171015
1996	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	1025935	2158065	20171015
2000	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	アル・ゴア	民主党	民主党	FALSE	1111138	2359892	20171015
2004	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジョン・ケリー	民主党	民主党	FALSE	1259171	2731364	20171015
2008	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	1441911	2925205	20171015
2012	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	1223796	2757323	20171015
2016	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ヒラリー・クリントン	民主党	民主党	FALSE	1071068	2808605	20171015
1976	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジェラルド・フォード	共和党	共和党	FALSE	927443	1953600	20171015
1980	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	1074181	2099824	20171015
1984	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	1274188	2122771	20171015
1988	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	1084953	2093228	20171015
1992	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	811159	2391270	20171015
1996	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	890016	2158065	20171015
2000	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	1189924	2359892	20171015
2004	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	1455713	2731364	20171015
2008	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	1445814	2925205	20171015
2012	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	1482440	2757323	20171015
2016	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	1594511	2808605	20171015
1976	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ユージン・“ジーン”・マッカーシー	無所属	その他	FALSE	24029	1953600	20171015
1976	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	その他		その他	FALSE	3741	1953600	20171015
1980	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	77920	2099824	20171015
1980	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	14422	2099824	20171015
1980	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	クリフトン・デベリー	社会主義労働者党	その他	FALSE	1515	2099824	20171015
1980	ミズーリ	MO	29	43	34	アメリカ合衆国大統領			その他	TRUE	604	2099824	20171015
1988	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	レノーラ・フラーニ	新連合党	その他	FALSE	6656	2093228	20171015
1992	ミズーリ	MO	29	43	34	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	518741	2391270	20171015
