年	州	州略号	政党（簡略）	政党（詳細）	得票数	得票率（%）
2004	ペンシルベニア	PA	その他	無所属	2656	0.05
2004	ペンシルベニア	PA	その他		1170	0.02
2004	ロードアイランド	RI	民主党	民主党	259760	59.42
2004	ロードアイランド	RI	共和党	共和党	169046	38.67
2004	ロードアイランド	RI	その他	改革党	4651	1.06
2004	ロードアイランド	RI	その他	緑の党	1333	0.30
2004	ロードアイランド	RI	リバタリアン党	リバタリアン党	907	0.21
2004	ロードアイランド	RI	その他	無党派	845	0.19
2004	ロードアイランド	RI	その他	憲法党	339	0.08
2004	ロードアイランド	RI	その他	労働者世界党	253	0.06
2004	サウスカロライナ	SC	共和党	共和党	937974	57.98
2004	サウスカロライナ	SC	民主党	民主党	661669	40.90
2004	サウスカロライナ	SC	その他	独立党	5520	0.34
2004	サウスカロライナ	SC	その他	憲法党	5317	0.33
2004	サウスカロライナ	SC	リバタリアン党	リバタリアン党	3608	0.22
2004	サウスカロライナ	SC	その他	統一市民党	2124	0.13
2004	サウスカロライナ	SC	その他	緑の党	1488	0.09
2004	サウスダコタ	SD	共和党	共和党	232584	59.91
2004	サウスダコタ	SD	民主党	民主党	149244	38.44
2004	サウスダコタ	SD	その他	無所属	4320	1.11
2004	サウスダコタ	SD	その他	憲法党	1103	0.28
2004	サウスダコタ	SD	リバタリアン党	リバタリアン党	964	0.25
2004	テネシー	TN	共和党	共和党	1384375	56.80
2004	テネシー	TN	民主党	民主党	1036477	42.53
2004	テネシー	TN	その他	無所属	16428	0.67
2004	テネシー	TN	その他		39	0.00
2004	テキサス	TX	共和党	共和党	4526917	61.09
2004	テキサス	TX	民主党	民主党	2832704	38.22
2004	テキサス	TX	リバタリアン党	リバタリアン党	38787	0.52
2004	テキサス	TX	その他		12341	0.17
2004	ユタ	UT	共和党	共和党	663742	71.54
2004	ユタ	UT	民主党	民主党	241199	26.00
2004	ユタ	UT	その他	無所属	11305	1.22
2004	ユタ	UT	その他	憲法党	6841	0.74
2004	ユタ	UT	リバタリアン党	リバタリアン党	3375	0.36
2004	ユタ	UT	その他	個人選択党	946	0.10
2004	ユタ	UT	その他	社会主義労働者党	393	0.04
2004	ユタ	UT	その他		43	0.00
2004	バーモント	VT	民主党	民主党	184067	58.94
2004	バーモント	VT	共和党	共和党	121180	38.80
2004	バーモント	VT	その他	無所属	4494	1.44
2004	バーモント	VT	リバタリアン党	リバタリアン党	1102	0.35
2004	バーモント	VT	その他		957	0.31
2004	バーモント	VT	その他	自由連合党	265	0.08
2004	バーモント	VT	その他	社会主義労働者党	244	0.08
2004	バージニア	VA	共和党	共和党	1716959	53.73
2004	バージニア	VA	民主党	民主党	1454742	45.53
2004	バージニア	VA	リバタリアン党	リバタリアン党	11032	0.35
2004	バージニア	VA	その他	憲法党	10161	0.32
2004	バージニア	VA	その他		2521	0.08
2004	ワシントン	WA	民主党	民主党	1510201	52.82
2004	ワシントン	WA	共和党	共和党	1304894	45.64
2004	ワシントン	WA	その他	無所属	23283	0.81
2004	ワシントン	WA	リバタリアン党	リバタリアン党	11955	0.42
2004	ワシントン	WA	その他	憲法党	3922	0.14
2004	ワシントン	WA	その他	緑の党	2974	0.10
2004	ワシントン	WA	その他	労働者世界党	1077	0.04
2004	ワシントン	WA	その他	社会主義労働者党	547	0.02
2004	ワシントン	WA	その他	社会主義平等党	231	0.01
2004	ウェストバージニア	WV	共和党	共和党	423778	56.07
2004	ウェストバージニア	WV	民主党	民主党	326541	43.21
2004	ウェストバージニア	WV	その他	無所属	4063	0.54
2004	ウェストバージニア	WV	リバタリアン党	リバタリアン党	1405	0.19
2004	ウェストバージニア	WV	その他		5	0.00
2004	ウィスコンシン	WI	民主党	民主党	1489504	49.70
2004	ウィスコンシン	WI	共和党	共和党	1478120	49.32
2004	ウィスコンシン	WI	その他	無所属	17272	0.58
2004	ウィスコンシン	WI	リバタリアン党	リバタリアン党	6464	0.22
2004	ウィスコンシン	WI	その他		2986	0.10
2004	ウィスコンシン	WI	その他	ウィスコンシン緑の党	2661	0.09
2004	ワイオミング	WY	共和党	共和党	167629	68.74
2004	ワイオミング	WY	民主党	民主党	70776	29.02
2004	ワイオミング	WY	その他	無所属	3372	1.38
2004	ワイオミング	WY	リバタリアン党	リバタリアン党	1171	0.48
2004	ワイオミング	WY	その他		480	0.20
2004	ワイオミング	WY	その他		433	0.18
2008	アラバマ	AL	共和党	共和党	1266546	60.32
2008	アラバマ	AL	民主党	民主党	813479	38.74
2008	アラバマ	AL	その他	無所属	16089	0.77
2008	アラバマ	AL	その他		3705	0.18
2008	アラスカ	AK	共和党	共和党	193841	59.42
2008	アラスカ	AK	民主党	民主党	123594	37.89
2008	アラスカ	AK	その他	無所属	3783	1.16
2008	アラスカ	AK	その他		1730	0.53
2008	アラスカ	AK	その他	アラスカ独立党	1660	0.51
2008	アラスカ	AK	リバタリアン党	リバタリアン党	1589	0.49
2008	アリゾナ	AZ	共和党	共和党	1230111	53.64
2008	アリゾナ	AZ	民主党	民主党	1034707	45.12
2008	アリゾナ	AZ	リバタリアン党	リバタリアン党	12555	0.55
2008	アリゾナ	AZ	その他	無所属	11301	0.49
2008	アリゾナ	AZ	その他	緑の党	3406	0.15
2008	アリゾナ	AZ	その他		1395	0.06
2008	アーカンソー	AR	共和党	共和党	638017	58.72
2008	アーカンソー	AR	民主党	民主党	422310	38.86
2008	アーカンソー	AR	その他	無所属	12882	1.19
2008	アーカンソー	AR	リバタリアン党	リバタリアン党	4776	0.44
2008	アーカンソー	AR	その他	憲法党	4023	0.37
2008	アーカンソー	AR	その他	緑の党	3470	0.32
2008	アーカンソー	AR	その他	社会主義解放党	1139	0.10
2008	カリフォルニア	CA	民主党	民主党	8274473	61.01
2008	カリフォルニア	CA	共和党	共和党	5011781	36.95
2008	カリフォルニア	CA	その他	平和と自由党	108381	0.80
2008	カリフォルニア	CA	リバタリアン党	リバタリアン党	67582	0.50
2008	カリフォルニア	CA	その他	アメリカ独立党	40673	0.30
2008	カリフォルニア	CA	その他	緑の党	38774	0.29
2008	カリフォルニア	CA	その他	無所属	20236	0.15
2008	コロラド	CO	民主党	民主党	1288576	53.66
2008	コロラド	CO	共和党	共和党	1073589	44.71
2008	コロラド	CO	その他	無所属	13350	0.56
2008	コロラド	CO	リバタリアン党	リバタリアン党	10897	0.45
2008	コロラド	CO	その他	憲法党	6233	0.26
2008	コロラド	CO	その他	アメリカ独立党（アメリカズ）	3051	0.13
2008	コロラド	CO	その他	緑の党	2822	0.12
2008	コロラド	CO	その他	無所属	828	0.03
2008	コロラド	CO	その他	ボストン茶会党	598	0.02
2008	コロラド	CO	その他	ハートクエイク'08	348	0.01
2008	コロラド	CO	その他	客観主義党	336	0.01
2008	コロラド	CO	その他	社会党	226	0.01
2008	コロラド	CO	その他	社会主義解放党	158	0.01
2008	コロラド	CO	その他	社会主義労働者党	154	0.01
2008	コロラド	CO	その他	米国平和主義党	110	0.00
2008	コロラド	CO	その他	禁酒党	85	0.00
2008	コネチカット	CT	民主党	民主党	997772	60.59
2008	コネチカット	CT	共和党	共和党	629428	38.22
2008	コネチカット	CT	その他	無所属	19162	1.16
2008	コネチカット	CT	その他		430	0.03
2008	デラウェア	DE	民主党	民主党	255459	61.94
2008	デラウェア	DE	共和党	共和党	152374	36.95
2008	デラウェア	DE	その他	無所属	2401	0.58
2008	デラウェア	DE	リバタリアン党	リバタリアン党	1109	0.27
2008	デラウェア	DE	その他	憲法党	626	0.15
2008	デラウェア	DE	その他	緑の党	385	0.09
2008	デラウェア	DE	その他	社会主義労働者党	58	0.01
2008	コロンビア特別区	DC	民主党	民主党	245800	92.46
2008	コロンビア特別区	DC	共和党	共和党	17367	6.53
2008	コロンビア特別区	DC	その他		1138	0.43
2008	コロンビア特別区	DC	その他	無所属	958	0.36
2008	コロンビア特別区	DC	その他	緑の党	590	0.22
2008	フロリダ	FL	民主党	民主党	4282074	51.03
2008	フロリダ	FL	共和党	共和党	4045624	48.22
2008	フロリダ	FL	その他	フロリダ環境党	28124	0.34
2008	フロリダ	FL	リバタリアン党	リバタリアン党	17218	0.21
2008	フロリダ	FL	その他	憲法党	7915	0.09
2008	フロリダ	FL	その他	緑の党	2887	0.03
2008	フロリダ	FL	その他	アメリカ独立党（アメリカズ）	2550	0.03
2008	フロリダ	FL	その他	社会主義解放党	1516	0.02
2008	フロリダ	FL	その他	ボストン茶会党	795	0.01
2008	フロリダ	FL	その他	社会主義労働者党	533	0.01
2008	フロリダ	FL	その他	客観主義党	419	0.00
2008	フロリダ	FL	その他	社会党	405	0.00
2008	フロリダ	FL	その他		391	0.00
2008	フロリダ	FL	その他	禁酒党	293	0.00
2008	ジョージア	GA	共和党	共和党	2048759	52.20
2008	ジョージア	GA	民主党	民主党	1844123	46.99
2008	ジョージア	GA	リバタリアン党	リバタリアン党	28731	0.73
2008	ジョージア	GA	その他		1715	0.04
2008	ジョージア	GA	その他	無所属	1158	0.03
2008	ハワイ	HI	民主党	民主党	325871	71.45
2008	ハワイ	HI	共和党	共和党	120566	26.44
2008	ハワイ	HI	その他	無所属	3825	0.84
2008	ハワイ	HI	その他		2193	0.48
2008	ハワイ	HI	リバタリアン党	リバタリアン党	1314	0.29
2008	ハワイ	HI	その他	憲法党	1013	0.22
2008	ハワイ	HI	その他	緑の党	979	0.21
2008	ハワイ	HI	その他		303	0.07
2008	アイダホ	ID	共和党	共和党	403012	61.52
2008	アイダホ	ID	民主党	民主党	236440	36.09
2008	アイダホ	ID	その他	無所属	7175	1.10
2008	アイダホ	ID	その他	憲法党	4747	0.72
2008	アイダホ	ID	リバタリアン党	リバタリアン党	3658	0.56
2008	アイダホ	ID	その他		90	0.01
2008	イリノイ	IL	民主党	民主党	3419348	61.92
2008	イリノイ	IL	共和党	共和党	2031179	36.78
2008	イリノイ	IL	その他	無所属	30948	0.56
2008	イリノイ	IL	リバタリアン党	リバタリアン党	19642	0.36
2008	イリノイ	IL	その他	緑の党	11838	0.21
2008	イリノイ	IL	その他	憲法党	8256	0.15
2008	イリノイ	IL	その他	ニュー党	1149	0.02
2008	イリノイ	IL	その他		11	0.00
2008	インディアナ	IN	民主党	民主党	1374039	49.95
2008	インディアナ	IN	共和党	共和党	1345648	48.91
2008	インディアナ	IN	リバタリアン党	リバタリアン党	29257	1.06
2008	インディアナ	IN	その他		1201	0.04
2008	インディアナ	IN	その他	無所属	909	0.03
2008	アイオワ	IA	民主党	民主党	828940	53.93
2008	アイオワ	IA	共和党	共和党	682379	44.39
2008	アイオワ	IA	その他	平和と自由党	8014	0.52
2008	アイオワ	IA	その他		6737	0.44
2008	アイオワ	IA	リバタリアン党	リバタリアン党	4590	0.30
2008	アイオワ	IA	その他	憲法党	4445	0.29
2008	アイオワ	IA	その他	緑の党	1423	0.09
2008	アイオワ	IA	その他	社会主義労働者党	292	0.02
2008	アイオワ	IA	その他	社会党	182	0.01
2008	アイオワ	IA	その他	社会主義解放党	121	0.01
2008	カンザス	KS	共和党	共和党	699655	56.61
2008	カンザス	KS	民主党	民主党	514765	41.65
2008	カンザス	KS	その他	無所属	10598	0.86
2008	カンザス	KS	リバタリアン党	リバタリアン党	6706	0.54
2008	カンザス	KS	その他	改革党	4148	0.34
2008	ケンタッキー	KY	共和党	共和党	1048462	57.40
2008	ケンタッキー	KY	民主党	民主党	751985	41.17
2008	ケンタッキー	KY	その他	無所属	15378	0.84
2008	ケンタッキー	KY	リバタリアン党	リバタリアン党	5989	0.33
2008	ケンタッキー	KY	その他	憲法党	4694	0.26
2008	ケンタッキー	KY	その他		112	0.01
2008	ルイジアナ	LA	共和党	共和党	1148275	58.56
2008	ルイジアナ	LA	民主党	民主党	782989	39.93
2008	ルイジアナ	LA	その他	ルイジアナ納税者党	9368	0.48
2008	ルイジアナ	LA	その他	緑の党	9187	0.47
2008	ルイジアナ	LA	その他	無所属	6997	0.36
2008	ルイジアナ	LA	その他	憲法党	2581	0.13
2008	ルイジアナ	LA	その他	社会主義労働者党	735	0.04
2008	ルイジアナ	LA	その他	社会主義解放党	354	0.02
2008	ルイジアナ	LA	その他	禁酒党	275	0.01
2008	メイン	ME	民主党	民主党	421923	57.71
2008	メイン	ME	共和党	共和党	295273	40.38
2008	メイン	ME	その他	無所属	10636	1.45
2008	メイン	ME	その他	緑の党	2900	0.40
2008	メイン	ME	その他		431	0.06
2008	メリーランド	MD	民主党	民主党	1629467	61.92
2008	メリーランド	MD	共和党	共和党	959862	36.47
2008	メリーランド	MD	その他	無所属	14713	0.56
2008	メリーランド	MD	リバタリアン党	リバタリアン党	9842	0.37
2008	メリーランド	MD	その他		9205	0.35
2008	メリーランド	MD	その他	緑の党	4747	0.18
2008	メリーランド	MD	その他	憲法党	3760	0.14
2008	マサチューセッツ	MA	民主党	民主党	1904097	61.36
2008	マサチューセッツ	MA	共和党	共和党	1108854	35.73
2008	マサチューセッツ	MA	その他	無所属	28841	0.93
2008	マサチューセッツ	MA	その他		22010	0.71
2008	マサチューセッツ	MA	その他		14483	0.47
2008	マサチューセッツ	MA	リバタリアン党	リバタリアン党	13189	0.43
2008	マサチューセッツ	MA	その他	緑の党	6550	0.21
2008	マサチューセッツ	MA	その他	憲法党	4971	0.16
2008	ミシガン	MI	民主党	民主党	2872579	57.43
2008	ミシガン	MI	共和党	共和党	2048639	40.96
2008	ミシガン	MI	その他	自然法党	33085	0.66
2008	ミシガン	MI	リバタリアン党	リバタリアン党	23716	0.47
2008	ミシガン	MI	その他	米国納税者党	14685	0.29
2008	ミシガン	MI	その他	緑の党	8892	0.18
2008	ミネソタ	MN	民主党	民主党	1573354	54.06
2008	ミネソタ	MN	共和党	共和党	1275409	43.82
2008	ミネソタ	MN	その他	無所属	30152	1.04
2008	ミネソタ	MN	その他		9529	0.33
2008	ミネソタ	MN	リバタリアン党	リバタリアン党	9174	0.32
2008	ミネソタ	MN	その他	憲法党	6787	0.23
2008	ミネソタ	MN	その他	緑の党	5174	0.18
2008	ミネソタ	MN	その他	社会主義労働者党	790	0.03
2008	ミシシッピ	MS	共和党	共和党	724597	56.18
2008	ミシシッピ	MS	民主党	民主党	554662	43.00
2008	ミシシッピ	MS	その他	無所属	4011	0.31
2008	ミシシッピ	MS	その他	憲法党	2551	0.20
2008	ミシシッピ	MS	リバタリアン党	リバタリアン党	2529	0.20
2008	ミシシッピ	MS	その他	緑の党	1034	0.08
2008	ミシシッピ	MS	その他	改革党	481	0.04
2008	ミズーリ	MO	共和党	共和党	1445814	49.43
2008	ミズーリ	MO	民主党	民主党	1441911	49.29
2008	ミズーリ	MO	その他	無所属	17813	0.61
2008	ミズーリ	MO	リバタリアン党	リバタリアン党	11386	0.39
